Time,State,Duration (seconds)
02:54:00,wake,1170
03:13:30,light,810
03:27:00,deep,1050
03:44:30,light,1050
04:02:00,deep,330
04:07:30,light,330
04:13:00,deep,390
04:19:30,light,900
04:34:30,wake,300
04:39:30,light,2730
05:25:00,deep,390
05:31:30,light,210
05:35:00,rem,1710
06:03:30,light,360
06:09:30,rem,960
06:25:30,light,3720
07:27:30,rem,2070
08:02:00,light,1170
08:21:30,deep,2970
09:11:00,light,1410
09:34:30,rem,330
09:40:00,light,180
09:43:00,rem,1320
10:05:00,wake,840
