Time,State,Duration (seconds)
02:11:00,wake,660
02:22:00,light,810
02:35:30,deep,1200
02:55:30,light,180
02:58:30,rem,330
03:04:00,light,750
03:16:30,deep,330
03:22:00,light,570
03:31:30,rem,780
03:44:30,light,930
04:00:00,deep,2430
04:40:30,light,1260
05:01:30,rem,1410
05:25:00,light,1020
05:42:00,deep,1140
06:01:00,light,2400
06:41:00,rem,2070
07:15:30,wake,270
07:20:00,light,5130
08:45:30,wake,270
08:50:00,rem,2010
09:23:30,light,420
09:30:30,wake,480
09:38:30,light,150
