Time,State,Duration (seconds)
18:12:00,asleep,240
18:16:00,restless,180
18:19:00,asleep,5580
02:35:30,wake,630
02:46:00,light,510
02:54:30,deep,3810
03:58:00,light,210
04:01:30,rem,810
04:15:00,light,1470
04:39:30,deep,2040
05:13:30,light,660
05:24:30,rem,1890
05:56:00,light,4980
07:19:00,rem,1860
07:50:00,light,3630
08:50:30,rem,2190
09:27:00,light,750
09:39:30,wake,330
09:45:00,light,1440
10:09:00,wake,570
