Time,State,Duration (seconds)
01:47:30,wake,1890
02:19:00,light,1680
02:47:00,deep,1710
03:15:30,light,420
03:22:30,rem,540
03:31:30,light,3780
04:34:30,rem,2100
05:09:30,light,750
05:22:00,deep,2880
06:10:00,light,2610
06:53:30,rem,1770
07:23:00,light,4080
08:31:00,wake,300
08:36:00,light,900
08:51:00,rem,1440
09:15:00,light,3750
10:17:30,rem,1020
10:34:30,light,30
10:35:00,wake,210
